game_id,n,x,s,possession
2010_01_ARI_STL,1,3,0,1
2010_01_ARI_STL,2,2,0,1
2010_01_ARI_STL,3,1,0,1
2010_01_ARI_STL,4,2,0,-1
2010_01_ARI_STL,5,1,0,-1
2010_01_ARI_STL,6,2,0,1
2010_01_ARI_STL,7,3,0,-1
2010_01_ARI_STL,8,2,0,-1
2010_01_ARI_STL,9,3,0,-1
2010_01_ARI_STL,10,2,0,1
2010_01_ARI_STL,11,1,0,1
2010_01_ARI_STL,12,3,1,-1
2010_01_ARI_STL,13,2,1,-1
2010_01_ARI_STL,14,3,1,1
2010_01_ARI_STL,15,2,1,-1
2010_01_ARI_STL,16,1,1,-1
2010_01_ARI_STL,17,2,1,-1
2010_01_ARI_STL,18,3,0,1
2010_01_ARI_STL,19,2,0,1
2010_01_ARI_STL,20,1,0,1
2010_01_ATL_PIT,1,2,0,1
2010_01_ATL_PIT,2,3,1,1
2010_01_ATL_PIT,3,2,1,-1
2010_01_ATL_PIT,4,3,1,1
2010_01_ATL_PIT,5,2,1,1
2010_01_ATL_PIT,6,3,1,1
2010_01_ATL_PIT,7,2,1,-1
2010_01_ATL_PIT,8,3,1,1
2010_01_ATL_PIT,9,2,1,1
2010_01_ATL_PIT,10,3,0,-1
2010_01_ATL_PIT,11,2,0,-1
2010_01_ATL_PIT,12,1,0,-1
2010_01_ATL_PIT,13,3,-1,1
2010_01_ATL_PIT,14,2,-1,1
2010_01_ATL_PIT,15,1,-1,1
2010_01_ATL_PIT,16,2,-1,1
2010_01_ATL_PIT,17,3,0,-1
2010_01_ATL_PIT,18,2,0,-1
2010_01_ATL_PIT,19,3,0,1
2010_01_ATL_PIT,20,2,0,-1
2010_01_BAL_NYJ,1,3,0,1
2010_01_BAL_NYJ,2,2,0,1
2010_01_BAL_NYJ,3,3,0,-1
2010_01_BAL_NYJ,4,1,0,1
2010_01_BAL_NYJ,5,2,1,-1
2010_01_BAL_NYJ,6,1,1,-1
2010_01_BAL_NYJ,7,3,1,1
2010_01_BAL_NYJ,8,2,1,1
2010_01_BAL_NYJ,9,3,1,-1
2010_01_BAL_NYJ,10,2,1,1
2010_01_BAL_NYJ,11,1,1,1
2010_01_BAL_NYJ,12,2,2,-1
2010_01_BAL_NYJ,13,1,2,-1
2010_01_BAL_NYJ,14,2,2,1
2010_01_BAL_NYJ,15,3,2,-1
2010_01_BAL_NYJ,16,2,2,-1
2010_01_BAL_NYJ,17,1,2,-1
2010_01_BAL_NYJ,18,2,-1,-1
2010_01_BAL_NYJ,19,3,-1,-1
2010_01_BAL_NYJ,20,2,-1,-1
2010_01_CAR_NYG,1,3,0,1
2010_01_CAR_NYG,2,2,0,1
2010_01_CAR_NYG,3,1,0,1
2010_01_CAR_NYG,4,3,0,-1
2010_01_CAR_NYG,5,2,0,1
2010_01_CAR_NYG,6,1,0,1
2010_01_CAR_NYG,7,2,1,-1
2010_01_CAR_NYG,8,3,-1,-1
2010_01_CAR_NYG,9,2,-1,-1
2010_01_CAR_NYG,10,1,-1,1
2010_01_CAR_NYG,11,3,1,-1
2010_01_CAR_NYG,12,2,1,-1
2010_01_CAR_NYG,13,1,1,-1
2010_01_CAR_NYG,14,2,-2,1
2010_01_CAR_NYG,15,1,1,1
2010_01_CAR_NYG,16,2,1,-1
2010_01_CAR_NYG,17,1,1,-1
2010_01_CAR_NYG,18,3,-1,1
2010_01_CAR_NYG,19,2,-1,1
2010_01_CAR_NYG,20,1,-1,-1
2010_01_CIN_NE,1,3,0,1
2010_01_CIN_NE,2,2,0,1
2010_01_CIN_NE,3,1,0,-1
2010_01_CIN_NE,4,3,-2,1
2010_01_CIN_NE,5,2,-2,1
2010_01_CIN_NE,6,1,-2,-1
2010_01_CIN_NE,7,3,-3,1
2010_01_CIN_NE,8,2,-3,1
2010_01_CIN_NE,9,3,-3,-1
2010_01_CIN_NE,10,2,-3,-1
2010_01_CIN_NE,11,1,-3,-1
2010_01_CIN_NE,12,3,-3,1
2010_01_CIN_NE,13,2,-3,1
2010_01_CIN_NE,14,3,-3,1
2010_01_CIN_NE,15,2,-3,1
2010_01_CIN_NE,16,1,-3,1
2010_01_CIN_NE,17,2,-3,-1
2010_01_CIN_NE,18,3,-3,-1
2010_01_CIN_NE,19,2,-3,1
2010_01_CIN_NE,20,3,-3,-1
2010_01_CLE_TB,1,3,0,1
2010_01_CLE_TB,2,2,0,1
2010_01_CLE_TB,3,3,0,-1
2010_01_CLE_TB,4,2,0,-1
2010_01_CLE_TB,5,3,-2,-1
2010_01_CLE_TB,6,2,-2,-1
2010_01_CLE_TB,7,3,-2,1
2010_01_CLE_TB,8,2,-2,-1
2010_01_CLE_TB,9,1,-3,-1
2010_01_CLE_TB,10,3,-3,1
2010_01_CLE_TB,11,2,-3,1
2010_01_CLE_TB,12,2,-2,-1
2010_01_CLE_TB,13,3,-2,-1
2010_01_CLE_TB,14,2,-2,-1
2010_01_CLE_TB,15,1,-2,-1
2010_01_CLE_TB,16,3,-2,1
2010_01_CLE_TB,17,2,-2,-1
2010_01_CLE_TB,18,3,-2,1
2010_01_CLE_TB,19,2,-2,1
2010_01_CLE_TB,20,3,-2,1
2010_01_DAL_WAS,1,2,0,1
2010_01_DAL_WAS,2,3,0,-1
2010_01_DAL_WAS,3,2,0,-1
2010_01_DAL_WAS,4,1,0,-1
2010_01_DAL_WAS,5,2,-1,1
2010_01_DAL_WAS,6,1,-1,1
2010_01_DAL_WAS,7,3,-1,-1
2010_01_DAL_WAS,8,2,-1,-1
2010_01_DAL_WAS,9,3,-1,-1
2010_01_DAL_WAS,10,2,-1,-1
2010_01_DAL_WAS,11,3,-1,1
2010_01_DAL_WAS,12,2,-1,1
2010_01_DAL_WAS,13,2,-1,-1
2010_01_DAL_WAS,14,3,-1,-1
2010_01_DAL_WAS,15,2,-1,1
2010_01_DAL_WAS,16,1,-3,-1
2010_01_DAL_WAS,17,2,-3,-1
2010_01_DAL_WAS,18,1,-3,-1
2010_01_DAL_WAS,19,3,-3,1
2010_01_DAL_WAS,20,2,-3,1
2010_01_DEN_JAX,1,3,0,1
2010_01_DEN_JAX,2,2,0,1
2010_01_DEN_JAX,3,1,0,1
2010_01_DEN_JAX,4,2,0,1
2010_01_DEN_JAX,5,3,0,-1
2010_01_DEN_JAX,6,2,0,-1
2010_01_DEN_JAX,7,3,0,1
2010_01_DEN_JAX,8,2,0,1
2010_01_DEN_JAX,9,3,0,1
2010_01_DEN_JAX,10,2,0,1
2010_01_DEN_JAX,11,3,0,-1
2010_01_DEN_JAX,12,2,0,-1
2010_01_DEN_JAX,13,1,-2,-1
2010_01_DEN_JAX,14,2,-2,1
2010_01_DEN_JAX,15,1,-2,1
2010_01_DEN_JAX,16,2,0,-1
2010_01_DEN_JAX,17,1,0,-1
2010_01_DEN_JAX,18,3,-2,1
2010_01_DEN_JAX,19,2,-2,1
2010_01_DEN_JAX,20,1,-2,1
2010_01_DET_CHI,1,2,0,1
2010_01_DET_CHI,2,1,0,1
2010_01_DET_CHI,3,3,1,-1
2010_01_DET_CHI,4,2,1,-1
2010_01_DET_CHI,5,1,1,-1
2010_01_DET_CHI,6,2,-2,1
2010_01_DET_CHI,7,1,-2,1
2010_01_DET_CHI,8,3,-2,-1
2010_01_DET_CHI,9,2,-2,1
2010_01_DET_CHI,10,3,-2,-1
2010_01_DET_CHI,11,2,-2,1
2010_01_DET_CHI,12,1,-2,-1
2010_01_DET_CHI,13,3,-2,1
2010_01_DET_CHI,14,2,-2,-1
2010_01_DET_CHI,15,1,-2,1
2010_01_DET_CHI,16,3,-1,-1
2010_01_DET_CHI,17,2,-1,1
2010_01_DET_CHI,18,3,-1,-1
2010_01_DET_CHI,19,2,-1,1
2010_01_DET_CHI,20,3,-1,-1
2010_01_GB_PHI,1,3,0,1
2010_01_GB_PHI,2,2,0,1
2010_01_GB_PHI,3,1,-1,1
2010_01_GB_PHI,4,2,-1,1
2010_01_GB_PHI,5,3,0,1
2010_01_GB_PHI,6,2,0,1
2010_01_GB_PHI,7,3,0,-1
2010_01_GB_PHI,8,2,0,1
2010_01_GB_PHI,9,1,0,1
2010_01_GB_PHI,10,2,2,-1
2010_01_GB_PHI,11,3,2,1
2010_01_GB_PHI,12,2,2,1
2010_01_GB_PHI,13,3,3,-1
2010_01_GB_PHI,14,2,3,-1
2010_01_GB_PHI,15,1,3,1
2010_01_GB_PHI,16,2,3,-1
2010_01_GB_PHI,17,1,3,-1
2010_01_GB_PHI,18,2,3,1
2010_01_GB_PHI,19,3,3,-1
2010_01_GB_PHI,20,2,3,-1
2010_01_IND_HOU,1,3,0,1
2010_01_IND_HOU,2,2,0,1
2010_01_IND_HOU,3,1,0,-1
2010_01_IND_HOU,4,3,-1,1
2010_01_IND_HOU,5,2,-1,1
2010_01_IND_HOU,6,3,-2,-1
2010_01_IND_HOU,7,2,-2,-1
2010_01_IND_HOU,8,1,-3,-1
2010_01_IND_HOU,9,3,-3,1
2010_01_IND_HOU,10,2,-3,1
2010_01_IND_HOU,11,3,-3,-1
2010_01_IND_HOU,12,2,-3,-1
2010_01_IND_HOU,13,1,-3,1
2010_01_IND_HOU,14,3,-2,-1
2010_01_IND_HOU,15,2,-2,1
2010_01_IND_HOU,16,1,-2,1
2010_01_IND_HOU,17,2,-1,-1
2010_01_IND_HOU,18,1,-1,-1
2010_01_IND_HOU,19,3,-3,1
2010_01_IND_HOU,20,2,-3,1
2010_01_MIA_BUF,1,2,0,1
2010_01_MIA_BUF,2,1,0,-1
2010_01_MIA_BUF,3,3,-1,1
2010_01_MIA_BUF,4,2,-1,1
2010_01_MIA_BUF,5,3,-1,1
2010_01_MIA_BUF,6,2,-1,-1
2010_01_MIA_BUF,7,1,-1,-1
2010_01_MIA_BUF,8,2,-3,1
2010_01_MIA_BUF,9,3,-2,-1
2010_01_MIA_BUF,10,2,-2,-1
2010_01_MIA_BUF,11,3,-2,-1
2010_01_MIA_BUF,12,2,-2,1
2010_01_MIA_BUF,13,3,-2,-1
2010_01_MIA_BUF,14,2,-2,1
2010_01_MIA_BUF,15,3,-2,-1
2010_01_MIA_BUF,16,2,-2,1
2010_01_MIA_BUF,17,3,-2,-1
2010_01_MIA_BUF,18,2,-2,-1
2010_01_MIA_BUF,19,3,-2,-1
2010_01_MIA_BUF,20,2,-2,-1
2010_01_MIN_NO,1,3,0,1
2010_01_MIN_NO,2,2,0,1
2010_01_MIN_NO,3,3,2,-1
2010_01_MIN_NO,4,2,2,-1
2010_01_MIN_NO,5,3,2,-1
2010_01_MIN_NO,6,2,2,-1
2010_01_MIN_NO,7,2,2,1
2010_01_MIN_NO,8,3,2,-1
2010_01_MIN_NO,9,2,2,-1
2010_01_MIN_NO,10,1,2,-1
2010_01_MIN_NO,11,3,2,1
2010_01_MIN_NO,12,2,2,1
2010_01_MIN_NO,13,3,2,1
2010_01_MIN_NO,14,2,2,-1
2010_01_MIN_NO,15,1,-1,-1
2010_01_MIN_NO,16,2,-1,1
2010_01_MIN_NO,17,3,-1,-1
2010_01_MIN_NO,18,2,-1,-1
2010_01_MIN_NO,19,1,-1,1
2010_01_MIN_NO,20,3,2,-1
2010_01_OAK_TEN,1,3,0,1
2010_01_OAK_TEN,2,2,0,-1
2010_01_OAK_TEN,3,1,0,1
2010_01_OAK_TEN,4,2,1,-1
2010_01_OAK_TEN,5,3,-2,1
2010_01_OAK_TEN,6,2,-2,1
2010_01_OAK_TEN,7,1,-2,-1
2010_01_OAK_TEN,8,3,-2,1
2010_01_OAK_TEN,9,2,-2,1
2010_01_OAK_TEN,10,3,-2,-1
2010_01_OAK_TEN,11,2,-2,-1
2010_01_OAK_TEN,12,3,-2,1
2010_01_OAK_TEN,13,2,-2,-1
2010_01_OAK_TEN,14,1,-2,-1
2010_01_OAK_TEN,15,3,-3,1
2010_01_OAK_TEN,16,2,-3,1
2010_01_OAK_TEN,17,1,-3,1
2010_01_OAK_TEN,18,2,-3,-1
2010_01_OAK_TEN,19,3,-3,1
2010_01_OAK_TEN,20,2,-3,1
2010_01_SD_KC,1,2,0,1
2010_01_SD_KC,2,3,0,1
2010_01_SD_KC,3,2,0,-1
2010_01_SD_KC,4,2,-2,1
2010_01_SD_KC,5,3,0,-1
2010_01_SD_KC,6,2,0,1
2010_01_SD_KC,7,3,0,-1
2010_01_SD_KC,8,1,0,1
2010_01_SD_KC,9,3,2,-1
2010_01_SD_KC,10,2,2,1
2010_01_SD_KC,11,3,3,-1
2010_01_SD_KC,12,2,3,1
2010_01_SD_KC,13,3,3,1
2010_01_SD_KC,14,2,3,1
2010_01_SD_KC,15,3,3,1
2010_01_SD_KC,16,2,3,1
2010_01_SD_KC,17,3,3,-1
2010_01_SD_KC,18,2,3,-1
2010_01_SD_KC,19,3,2,-1
2010_01_SD_KC,20,2,2,-1
2010_01_SF_SEA,1,3,0,1
2010_01_SF_SEA,2,2,0,-1
2010_01_SF_SEA,3,1,0,-1
2010_01_SF_SEA,4,2,-1,1
2010_01_SF_SEA,5,3,-1,-1
2010_01_SF_SEA,6,2,-1,-1
2010_01_SF_SEA,7,1,-1,-1
2010_01_SF_SEA,8,3,-1,1
2010_01_SF_SEA,9,2,-1,-1
2010_01_SF_SEA,10,1,-1,-1
2010_01_SF_SEA,11,2,-2,1
2010_01_SF_SEA,12,3,1,-1
2010_01_SF_SEA,13,2,1,-1
2010_01_SF_SEA,14,1,2,1
2010_01_SF_SEA,15,3,3,-1
2010_01_SF_SEA,16,2,3,1
2010_01_SF_SEA,17,3,3,-1
2010_01_SF_SEA,18,2,3,1
2010_01_SF_SEA,19,1,3,1
2010_01_SF_SEA,20,2,3,-1
2010_02_ARI_ATL,1,2,0,1
2010_02_ARI_ATL,2,1,0,1
2010_02_ARI_ATL,3,3,2,-1
2010_02_ARI_ATL,4,2,2,-1
2010_02_ARI_ATL,5,3,2,1
2010_02_ARI_ATL,6,2,2,1
2010_02_ARI_ATL,7,3,2,-1
2010_02_ARI_ATL,8,2,2,-1
2010_02_ARI_ATL,9,1,2,1
2010_02_ARI_ATL,10,3,2,-1
2010_02_ARI_ATL,11,2,1,1
2010_02_ARI_ATL,12,1,1,1
2010_02_ARI_ATL,13,3,3,-1
2010_02_ARI_ATL,14,2,3,-1
2010_02_ARI_ATL,15,3,3,1
2010_02_ARI_ATL,16,2,3,1
2010_02_ARI_ATL,17,1,3,1
2010_02_ARI_ATL,18,3,3,-1
2010_02_ARI_ATL,19,2,3,-1
2010_02_ARI_ATL,20,3,3,-1
2010_02_BAL_CIN,1,3,0,1
2010_02_BAL_CIN,2,2,0,-1
2010_02_BAL_CIN,3,3,0,1
2010_02_BAL_CIN,4,2,0,1
2010_02_BAL_CIN,5,1,0,1
2010_02_BAL_CIN,6,2,1,-1
2010_02_BAL_CIN,7,1,1,1
2010_02_BAL_CIN,8,2,2,-1
2010_02_BAL_CIN,9,3,2,1
2010_02_BAL_CIN,10,2,2,-1
2010_02_BAL_CIN,11,3,2,1
2010_02_BAL_CIN,12,2,2,-1
2010_02_BAL_CIN,13,3,2,-1
2010_02_BAL_CIN,14,2,2,-1
2010_02_BAL_CIN,15,3,-1,1
2010_02_BAL_CIN,16,2,-1,1
2010_02_BAL_CIN,17,3,-1,-1
2010_02_BAL_CIN,18,2,-1,1
2010_02_BAL_CIN,19,1,-1,1
2010_02_BAL_CIN,20,2,1,-1
2010_02_CHI_DAL,1,2,0,1
2010_02_CHI_DAL,2,1,0,1
2010_02_CHI_DAL,3,3,1,-1
2010_02_CHI_DAL,4,2,1,-1
2010_02_CHI_DAL,5,3,1,1
2010_02_CHI_DAL,6,2,-2,1
2010_02_CHI_DAL,7,1,1,-1
2010_02_CHI_DAL,8,3,-2,1
2010_02_CHI_DAL,9,1,-2,1
2010_02_CHI_DAL,10,3,1,-1
2010_02_CHI_DAL,11,2,1,-1
2010_02_CHI_DAL,12,1,1,1
2010_02_CHI_DAL,13,2,2,-1
2010_02_CHI_DAL,14,1,2,-1
2010_02_CHI_DAL,15,3,1,1
2010_02_CHI_DAL,16,2,1,1
2010_02_CHI_DAL,17,3,1,-1
2010_02_CHI_DAL,18,2,1,-1
2010_02_CHI_DAL,19,3,1,1
2010_02_CHI_DAL,20,2,1,1
2010_02_HOU_WAS,1,3,0,1
2010_02_HOU_WAS,2,2,0,1
2010_02_HOU_WAS,3,1,0,1
2010_02_HOU_WAS,4,2,1,-1
2010_02_HOU_WAS,5,1,1,1
2010_02_HOU_WAS,6,3,2,-1
2010_02_HOU_WAS,7,2,2,-1
2010_02_HOU_WAS,8,1,2,-1
2010_02_HOU_WAS,9,2,-1,1
2010_02_HOU_WAS,10,1,-1,1
2010_02_HOU_WAS,11,2,2,-1
2010_02_HOU_WAS,12,3,2,1
2010_02_HOU_WAS,13,2,2,1
2010_02_HOU_WAS,14,3,2,-1
2010_02_HOU_WAS,15,2,2,-1
2010_02_HOU_WAS,16,1,2,-1
2010_02_HOU_WAS,17,2,2,-1
2010_02_HOU_WAS,18,1,2,-1
2010_02_HOU_WAS,19,2,2,1
2010_02_HOU_WAS,20,3,3,-1
2010_02_JAX_SD,1,2,0,1
2010_02_JAX_SD,2,2,2,-1
2010_02_JAX_SD,3,1,2,-1
2010_02_JAX_SD,4,3,2,1
2010_02_JAX_SD,5,2,2,1
2010_02_JAX_SD,6,1,2,1
2010_02_JAX_SD,7,3,2,-1
2010_02_JAX_SD,8,2,2,1
2010_02_JAX_SD,9,1,2,1
2010_02_JAX_SD,10,2,3,-1
2010_02_JAX_SD,11,3,3,1
2010_02_JAX_SD,12,2,3,1
2010_02_JAX_SD,13,1,3,1
2010_02_JAX_SD,14,3,3,-1
2010_02_JAX_SD,15,2,3,-1
2010_02_JAX_SD,16,1,3,-1
2010_02_JAX_SD,17,2,3,1
2010_02_JAX_SD,18,1,3,1
2010_02_JAX_SD,19,3,3,-1
2010_02_JAX_SD,20,2,3,-1
2010_02_KC_CLE,1,2,0,1
2010_02_KC_CLE,2,3,0,-1
2010_02_KC_CLE,3,2,0,-1
2010_02_KC_CLE,4,3,0,1
2010_02_KC_CLE,5,2,0,1
2010_02_KC_CLE,6,1,0,-1
2010_02_KC_CLE,7,2,-1,1
2010_02_KC_CLE,8,3,-1,-1
2010_02_KC_CLE,9,2,-1,-1
2010_02_KC_CLE,10,3,-1,1
2010_02_KC_CLE,11,2,-1,1
2010_02_KC_CLE,12,1,-1,1
2010_02_KC_CLE,13,3,2,-1
2010_02_KC_CLE,14,2,2,-1
2010_02_KC_CLE,15,3,2,-1
2010_02_KC_CLE,16,2,2,1
2010_02_KC_CLE,17,3,2,-1
2010_02_KC_CLE,18,2,2,-1
2010_02_KC_CLE,19,3,2,-1
2010_02_KC_CLE,20,2,2,-1
2010_02_NE_NYJ,1,2,0,1
2010_02_NE_NYJ,2,1,0,1
2010_02_NE_NYJ,3,2,0,-1
2010_02_NE_NYJ,4,1,0,1
2010_02_NE_NYJ,5,3,2,-1
2010_02_NE_NYJ,6,2,2,-1
2010_02_NE_NYJ,7,1,2,-1
2010_02_NE_NYJ,8,2,0,1
2010_02_NE_NYJ,9,3,0,-1
2010_02_NE_NYJ,10,2,0,-1
2010_02_NE_NYJ,11,3,0,1
2010_02_NE_NYJ,12,2,2,1
2010_02_NE_NYJ,13,3,2,-1
2010_02_NE_NYJ,14,2,2,-1
2010_02_NE_NYJ,15,3,2,-1
2010_02_NE_NYJ,16,2,2,1
2010_02_NE_NYJ,17,3,2,-1
2010_02_NE_NYJ,18,2,2,-1
2010_02_NE_NYJ,19,1,2,-1
2010_02_NE_NYJ,20,3,1,1
2010_02_NO_SF,1,3,0,1
2010_02_NO_SF,2,2,-1,-1
2010_02_NO_SF,3,1,-1,-1
2010_02_NO_SF,4,2,-3,1
2010_02_NO_SF,5,3,-3,-1
2010_02_NO_SF,6,2,-3,1
2010_02_NO_SF,7,3,-3,1
2010_02_NO_SF,8,2,-3,1
2010_02_NO_SF,9,1,-3,1
2010_02_NO_SF,10,3,-1,-1
2010_02_NO_SF,11,2,-1,-1
2010_02_NO_SF,12,3,-1,1
2010_02_NO_SF,13,2,-1,1
2010_02_NO_SF,14,1,-1,1
2010_02_NO_SF,15,3,-1,-1
2010_02_NO_SF,16,2,-1,-1
2010_02_NO_SF,17,3,-1,1
2010_02_NO_SF,18,2,-1,1
2010_02_NO_SF,19,1,-1,1
2010_02_NO_SF,20,2,2,-1
2010_02_NYG_IND,1,3,0,1
2010_02_NYG_IND,2,2,0,1
2010_02_NYG_IND,3,1,0,1
2010_02_NYG_IND,4,3,2,-1
2010_02_NYG_IND,5,2,2,1
2010_02_NYG_IND,6,3,2,-1
2010_02_NYG_IND,7,2,2,1
2010_02_NYG_IND,8,3,2,1
2010_02_NYG_IND,9,2,2,1
2010_02_NYG_IND,10,3,3,-1
2010_02_NYG_IND,11,2,3,1
2010_02_NYG_IND,12,1,3,1
2010_02_NYG_IND,13,3,3,-1
2010_02_NYG_IND,14,2,3,-1
2010_02_NYG_IND,15,1,3,1
2010_02_NYG_IND,16,2,3,-1
2010_02_NYG_IND,17,3,3,-1
2010_02_NYG_IND,18,2,3,-1
2010_02_NYG_IND,19,3,3,-1
2010_02_NYG_IND,20,2,3,-1
2010_02_PHI_DET,1,3,0,1
2010_02_PHI_DET,2,2,0,1
2010_02_PHI_DET,3,3,0,-1
2010_02_PHI_DET,4,2,0,-1
2010_02_PHI_DET,5,3,-2,1
2010_02_PHI_DET,6,2,-2,1
2010_02_PHI_DET,7,1,-2,1
2010_02_PHI_DET,8,2,0,-1
2010_02_PHI_DET,9,3,0,-1
2010_02_PHI_DET,10,2,0,1
2010_02_PHI_DET,11,3,1,-1
2010_02_PHI_DET,12,2,1,-1
2010_02_PHI_DET,13,3,1,1
2010_02_PHI_DET,14,2,3,1
2010_02_PHI_DET,15,1,3,-1
2010_02_PHI_DET,16,3,1,1
2010_02_PHI_DET,17,2,1,1
2010_02_PHI_DET,18,3,1,-1
2010_02_PHI_DET,19,2,1,-1
2010_02_PHI_DET,20,1,1,-1
2010_02_PIT_TEN,1,2,2,1
2010_02_PIT_TEN,2,1,2,-1
2010_02_PIT_TEN,3,3,2,1
2010_02_PIT_TEN,4,2,2,1
2010_02_PIT_TEN,5,1,2,-1
2010_02_PIT_TEN,6,3,2,1
2010_02_PIT_TEN,7,2,2,1
2010_02_PIT_TEN,8,1,2,1
2010_02_PIT_TEN,9,3,2,-1
2010_02_PIT_TEN,10,2,2,-1
2010_02_PIT_TEN,11,3,2,1
2010_02_PIT_TEN,12,2,2,-1
2010_02_PIT_TEN,13,3,2,-1
2010_02_PIT_TEN,14,2,2,1
2010_02_PIT_TEN,15,3,2,-1
2010_02_PIT_TEN,16,1,2,1
2010_02_PIT_TEN,17,2,2,1
2010_02_PIT_TEN,18,3,3,-1
2010_02_PIT_TEN,19,2,3,-1
2010_02_PIT_TEN,20,3,3,1
2010_02_SEA_DEN,1,3,0,1
2010_02_SEA_DEN,2,2,0,1
2010_02_SEA_DEN,3,1,0,1
2010_02_SEA_DEN,4,3,0,-1
2010_02_SEA_DEN,5,2,0,-1
2010_02_SEA_DEN,6,1,0,-1
2010_02_SEA_DEN,7,3,-2,1
2010_02_SEA_DEN,8,2,-2,1
2010_02_SEA_DEN,9,3,-2,-1
2010_02_SEA_DEN,10,2,-2,-1
2010_02_SEA_DEN,11,3,-3,1
2010_02_SEA_DEN,12,2,-3,1
2010_02_SEA_DEN,13,3,-3,-1
2010_02_SEA_DEN,14,2,-3,-1
2010_02_SEA_DEN,15,1,-3,-1
2010_02_SEA_DEN,16,3,-3,-1
2010_02_SEA_DEN,17,2,-3,-1
2010_02_SEA_DEN,18,3,-3,-1
2010_02_SEA_DEN,19,1,-3,1
2010_02_SEA_DEN,20,3,-3,-1
2010_02_STL_OAK,1,2,0,1
2010_02_STL_OAK,2,1,0,-1
2010_02_STL_OAK,3,3,0,1
2010_02_STL_OAK,4,2,0,1
2010_02_STL_OAK,5,1,0,1
2010_02_STL_OAK,6,2,0,-1
2010_02_STL_OAK,7,1,0,-1
2010_02_STL_OAK,8,2,0,1
2010_02_STL_OAK,9,1,0,1
2010_02_STL_OAK,10,3,2,-1
2010_02_STL_OAK,11,2,2,-1
2010_02_STL_OAK,12,3,2,1
2010_02_STL_OAK,13,2,2,-1
2010_02_STL_OAK,14,1,2,-1
2010_02_STL_OAK,15,2,2,1
2010_02_STL_OAK,16,3,2,-1
2010_02_STL_OAK,17,2,2,-1
2010_02_STL_OAK,18,3,2,1
2010_02_STL_OAK,19,2,2,-1
2010_02_STL_OAK,20,1,2,-1
2010_02_TB_CAR,1,2,0,1
2010_02_TB_CAR,2,3,0,-1
2010_02_TB_CAR,3,2,0,1
2010_02_TB_CAR,4,1,2,1
2010_02_TB_CAR,5,3,2,-1
2010_02_TB_CAR,6,2,2,-1
2010_02_TB_CAR,7,3,2,1
2010_02_TB_CAR,8,2,2,1
2010_02_TB_CAR,9,3,2,-1
2010_02_TB_CAR,10,2,2,-1
2010_02_TB_CAR,11,3,0,1
2010_02_TB_CAR,12,2,0,1
2010_02_TB_CAR,13,3,2,-1
2010_02_TB_CAR,14,2,2,-1
2010_02_TB_CAR,15,3,2,1
2010_02_TB_CAR,16,2,2,-1
2010_02_TB_CAR,17,3,2,-1
2010_02_TB_CAR,18,1,2,1
2010_02_TB_CAR,19,2,2,1
2010_02_TB_CAR,20,1,2,1
2010_03_ATL_NO,1,3,0,1
2010_03_ATL_NO,2,2,0,1
2010_03_ATL_NO,3,1,0,-1
2010_03_ATL_NO,4,3,-2,1
2010_03_ATL_NO,5,2,-2,1
2010_03_ATL_NO,6,1,-2,1
2010_03_ATL_NO,7,2,0,-1
2010_03_ATL_NO,8,3,0,-1
2010_03_ATL_NO,9,2,0,-1
2010_03_ATL_NO,10,3,-2,-1
2010_03_ATL_NO,11,2,-2,1
2010_03_ATL_NO,12,3,-2,-1
2010_03_ATL_NO,13,2,-2,-1
2010_03_ATL_NO,14,1,-2,-1
2010_03_ATL_NO,15,2,-2,1
2010_03_ATL_NO,16,1,-2,1
2010_03_ATL_NO,17,3,0,-1
2010_03_ATL_NO,18,2,0,-1
2010_03_ATL_NO,19,3,0,-1
2010_03_ATL_NO,20,2,0,-1
2010_03_BUF_NE,1,3,0,1
2010_03_BUF_NE,2,2,0,1
2010_03_BUF_NE,3,1,0,1
2010_03_BUF_NE,4,2,1,-1
2010_03_BUF_NE,5,1,1,-1
2010_03_BUF_NE,6,3,-2,1
2010_03_BUF_NE,7,2,-2,1
2010_03_BUF_NE,8,3,-2,-1
2010_03_BUF_NE,9,2,-2,1
2010_03_BUF_NE,10,1,-2,1
2010_03_BUF_NE,11,3,-1,-1
2010_03_BUF_NE,12,2,-1,1
2010_03_BUF_NE,13,1,-1,1
2010_03_BUF_NE,14,3,2,-1
2010_03_BUF_NE,15,2,2,-1
2010_03_BUF_NE,16,1,2,-1
2010_03_BUF_NE,17,2,-1,1
2010_03_BUF_NE,18,1,-1,1
2010_03_BUF_NE,19,2,1,-1
2010_03_BUF_NE,20,3,-1,-1
2010_03_CIN_CAR,1,2,0,1
2010_03_CIN_CAR,2,1,0,-1
2010_03_CIN_CAR,3,2,0,1
2010_03_CIN_CAR,4,3,0,-1
2010_03_CIN_CAR,5,2,0,1
2010_03_CIN_CAR,6,1,0,1
2010_03_CIN_CAR,7,2,2,-1
2010_03_CIN_CAR,8,3,2,1
2010_03_CIN_CAR,9,2,2,1
2010_03_CIN_CAR,10,1,2,-1
2010_03_CIN_CAR,11,3,2,1
2010_03_CIN_CAR,12,2,2,1
2010_03_CIN_CAR,13,3,2,-1
2010_03_CIN_CAR,14,2,2,1
2010_03_CIN_CAR,15,1,2,1
2010_03_CIN_CAR,16,2,3,-1
2010_03_CIN_CAR,17,3,3,-1
