game_id,n,x,s,possession
2011_10_DEN_KC,19,2,-3,-1
2011_10_DEN_KC,20,1,-3,1
2011_10_DET_CHI,1,3,0,1
2011_10_DET_CHI,2,2,0,1
2011_10_DET_CHI,3,1,0,-1
2011_10_DET_CHI,4,3,-2,1
2011_10_DET_CHI,5,2,-2,1
2011_10_DET_CHI,6,1,-2,-1
2011_10_DET_CHI,7,3,-3,1
2011_10_DET_CHI,8,2,-3,1
2011_10_DET_CHI,9,1,-3,-1
2011_10_DET_CHI,10,3,-3,1
2011_10_DET_CHI,11,2,-3,1
2011_10_DET_CHI,12,3,-3,-1
2011_10_DET_CHI,13,1,-3,1
2011_10_DET_CHI,14,3,-3,-1
2011_10_DET_CHI,15,2,-3,-1
2011_10_DET_CHI,16,3,-3,-1
2011_10_DET_CHI,17,2,-3,-1
2011_10_DET_CHI,18,3,-3,-1
2011_10_DET_CHI,19,2,-3,1
2011_10_DET_CHI,20,1,-3,1
2011_10_HOU_TB,1,3,2,1
2011_10_HOU_TB,2,2,2,-1
2011_10_HOU_TB,3,3,2,1
2011_10_HOU_TB,4,2,2,1
2011_10_HOU_TB,5,1,2,1
2011_10_HOU_TB,6,3,3,-1
2011_10_HOU_TB,7,2,3,1
2011_10_HOU_TB,8,3,3,-1
2011_10_HOU_TB,9,2,3,-1
2011_10_HOU_TB,10,3,3,1
2011_10_HOU_TB,11,2,3,-1
2011_10_HOU_TB,12,1,3,-1
2011_10_HOU_TB,13,2,3,-1
2011_10_HOU_TB,14,3,3,-1
2011_10_HOU_TB,15,2,3,-1
2011_10_HOU_TB,16,3,3,-1
2011_10_HOU_TB,17,2,3,1
2011_10_HOU_TB,18,1,3,1
2011_10_HOU_TB,19,3,3,-1
2011_10_HOU_TB,20,2,3,-1
2011_10_JAX_IND,1,3,0,1
2011_10_JAX_IND,2,1,0,-1
2011_10_JAX_IND,3,3,0,1
2011_10_JAX_IND,4,2,0,1
2011_10_JAX_IND,5,3,0,-1
2011_10_JAX_IND,6,2,0,-1
2011_10_JAX_IND,7,1,0,-1
2011_10_JAX_IND,8,2,0,-1
2011_10_JAX_IND,9,3,-1,1
2011_10_JAX_IND,10,2,-1,1
2011_10_JAX_IND,11,1,-1,1
2011_10_JAX_IND,12,2,-1,1
2011_10_JAX_IND,13,3,0,-1
2011_10_JAX_IND,14,2,0,-1
2011_10_JAX_IND,15,3,0,1
2011_10_JAX_IND,16,2,0,1
2011_10_JAX_IND,17,3,0,-1
2011_10_JAX_IND,18,2,0,-1
2011_10_JAX_IND,19,3,0,1
2011_10_JAX_IND,20,2,0,1
2011_10_MIN_GB,1,3,0,1
2011_10_MIN_GB,2,2,0,1
2011_10_MIN_GB,3,3,-2,1
2011_10_MIN_GB,4,2,-2,1
2011_10_MIN_GB,5,3,-2,-1
2011_10_MIN_GB,6,2,-2,-1
2011_10_MIN_GB,7,1,-2,-1
2011_10_MIN_GB,8,3,-3,1
2011_10_MIN_GB,9,2,-3,1
2011_10_MIN_GB,10,1,-3,-1
2011_10_MIN_GB,11,3,-3,1
2011_10_MIN_GB,12,2,-3,1
2011_10_MIN_GB,13,3,-3,-1
2011_10_MIN_GB,14,2,-3,-1
2011_10_MIN_GB,15,3,-3,-1
2011_10_MIN_GB,16,2,-3,-1
2011_10_MIN_GB,17,3,-3,-1
2011_10_MIN_GB,18,2,-3,1
2011_10_MIN_GB,19,1,-3,-1
2011_10_MIN_GB,20,2,-3,1
2011_10_NE_NYJ,1,2,0,1
2011_10_NE_NYJ,2,1,0,1
2011_10_NE_NYJ,3,3,0,-1
2011_10_NE_NYJ,4,2,0,-1
2011_10_NE_NYJ,5,1,0,-1
2011_10_NE_NYJ,6,2,0,-1
2011_10_NE_NYJ,7,3,-1,1
2011_10_NE_NYJ,8,2,-1,1
2011_10_NE_NYJ,9,1,-1,-1
2011_10_NE_NYJ,10,3,-2,1
2011_10_NE_NYJ,11,2,-2,1
2011_10_NE_NYJ,12,3,-2,1
2011_10_NE_NYJ,13,2,-2,-1
2011_10_NE_NYJ,14,3,-2,1
2011_10_NE_NYJ,15,2,-2,1
2011_10_NE_NYJ,16,3,-2,-1
2011_10_NE_NYJ,17,2,-2,1
2011_10_NE_NYJ,18,3,-2,-1
2011_10_NE_NYJ,19,2,-2,1
2011_10_NE_NYJ,20,1,-2,1
2011_10_NO_ATL,1,3,0,1
2011_10_NO_ATL,2,2,0,1
2011_10_NO_ATL,3,1,0,1
2011_10_NO_ATL,4,2,1,-1
2011_10_NO_ATL,5,3,0,1
2011_10_NO_ATL,6,2,0,1
2011_10_NO_ATL,7,1,0,1
2011_10_NO_ATL,8,3,1,-1
2011_10_NO_ATL,9,2,1,-1
2011_10_NO_ATL,10,3,1,1
2011_10_NO_ATL,11,2,1,1
2011_10_NO_ATL,12,1,1,-1
2011_10_NO_ATL,13,3,-2,1
2011_10_NO_ATL,14,2,-2,1
2011_10_NO_ATL,15,3,-2,1
2011_10_NO_ATL,16,2,-2,1
2011_10_NO_ATL,17,1,-2,1
2011_10_NO_ATL,18,3,-2,-1
2011_10_NO_ATL,19,2,-2,-1
2011_10_NO_ATL,20,1,-2,-1
2011_10_NYG_SF,1,3,0,1
2011_10_NYG_SF,2,2,0,1
2011_10_NYG_SF,3,1,0,1
2011_10_NYG_SF,4,3,1,-1
2011_10_NYG_SF,5,2,1,-1
2011_10_NYG_SF,6,1,1,-1
2011_10_NYG_SF,7,3,0,1
2011_10_NYG_SF,8,2,0,1
2011_10_NYG_SF,9,1,0,1
2011_10_NYG_SF,10,3,1,-1
2011_10_NYG_SF,11,2,1,-1
2011_10_NYG_SF,12,1,0,-1
2011_10_NYG_SF,13,2,0,-1
2011_10_NYG_SF,14,3,-1,1
2011_10_NYG_SF,15,2,-1,-1
2011_10_NYG_SF,16,1,-1,-1
2011_10_NYG_SF,17,3,-1,1
2011_10_NYG_SF,18,2,-1,-1
2011_10_NYG_SF,19,1,-1,-1
2011_10_NYG_SF,20,3,-2,1
2011_10_OAK_SD,1,3,0,1
2011_10_OAK_SD,2,2,0,-1
2011_10_OAK_SD,3,1,0,-1
2011_10_OAK_SD,4,3,-1,1
2011_10_OAK_SD,5,2,-1,1
2011_10_OAK_SD,6,3,-1,1
2011_10_OAK_SD,7,2,-1,1
2011_10_OAK_SD,8,1,-1,1
2011_10_OAK_SD,9,2,2,-1
2011_10_OAK_SD,10,1,2,1
2011_10_OAK_SD,11,2,2,-1
2011_10_OAK_SD,12,3,2,1
2011_10_OAK_SD,13,2,2,1
2011_10_OAK_SD,14,3,2,-1
2011_10_OAK_SD,15,2,2,-1
2011_10_OAK_SD,16,3,3,1
2011_10_OAK_SD,17,2,3,-1
2011_10_OAK_SD,18,3,2,1
2011_10_OAK_SD,19,2,2,1
2011_10_OAK_SD,20,1,3,-1
2011_10_PIT_CIN,1,3,0,1
2011_10_PIT_CIN,2,2,0,-1
2011_10_PIT_CIN,3,1,0,-1
2011_10_PIT_CIN,4,2,-2,1
2011_10_PIT_CIN,5,3,-2,-1
2011_10_PIT_CIN,6,2,-2,-1
2011_10_PIT_CIN,7,1,-2,-1
2011_10_PIT_CIN,8,3,-3,1
2011_10_PIT_CIN,9,2,-3,1
2011_10_PIT_CIN,10,3,-2,-1
2011_10_PIT_CIN,11,2,-2,-1
2011_10_PIT_CIN,12,3,-2,-1
2011_10_PIT_CIN,13,2,-2,-1
2011_10_PIT_CIN,14,3,-2,-1
2011_10_PIT_CIN,15,2,-2,-1
2011_10_PIT_CIN,16,1,-2,-1
2011_10_PIT_CIN,17,3,-2,1
2011_10_PIT_CIN,18,2,-2,1
2011_10_PIT_CIN,19,1,-2,1
2011_10_PIT_CIN,20,3,0,-1
2011_10_STL_CLE,1,3,0,1
2011_10_STL_CLE,2,2,0,1
2011_10_STL_CLE,3,3,0,1
2011_10_STL_CLE,4,2,0,1
2011_10_STL_CLE,5,3,1,-1
2011_10_STL_CLE,6,2,1,-1
2011_10_STL_CLE,7,1,1,-1
2011_10_STL_CLE,8,3,-2,1
2011_10_STL_CLE,9,2,-2,1
2011_10_STL_CLE,10,1,-2,1
2011_10_STL_CLE,11,3,-1,-1
2011_10_STL_CLE,12,2,-1,1
2011_10_STL_CLE,13,1,-1,-1
2011_10_STL_CLE,14,3,-2,1
2011_10_STL_CLE,15,2,-2,1
2011_10_STL_CLE,16,1,-2,1
2011_10_STL_CLE,17,3,-1,-1
2011_10_STL_CLE,18,2,-1,-1
2011_10_STL_CLE,19,3,-1,1
2011_10_STL_CLE,20,2,-1,1
2011_10_TEN_CAR,1,3,0,1
2011_10_TEN_CAR,2,2,-2,1
2011_10_TEN_CAR,3,1,-2,1
2011_10_TEN_CAR,4,3,-2,-1
2011_10_TEN_CAR,5,2,-2,-1
2011_10_TEN_CAR,6,3,-3,1
2011_10_TEN_CAR,7,2,-3,-1
2011_10_TEN_CAR,8,1,-3,-1
2011_10_TEN_CAR,9,2,-3,1
2011_10_TEN_CAR,10,3,-3,-1
2011_10_TEN_CAR,11,2,-3,-1
2011_10_TEN_CAR,12,3,-3,-1
2011_10_TEN_CAR,13,2,-3,-1
2011_10_TEN_CAR,14,3,-3,1
2011_10_TEN_CAR,15,2,-3,-1
2011_10_TEN_CAR,16,3,-3,1
2011_10_TEN_CAR,17,2,-3,1
2011_10_TEN_CAR,18,3,-3,1
2011_10_TEN_CAR,19,2,-3,1
2011_10_TEN_CAR,20,3,-3,-1
2011_10_WAS_MIA,1,3,0,1
2011_10_WAS_MIA,2,2,0,1
2011_10_WAS_MIA,3,1,0,-1
2011_10_WAS_MIA,4,3,-2,1
2011_10_WAS_MIA,5,2,-2,1
2011_10_WAS_MIA,6,1,-2,1
2011_10_WAS_MIA,7,2,-2,-1
2011_10_WAS_MIA,8,3,-2,-1
2011_10_WAS_MIA,9,1,-2,1
2011_10_WAS_MIA,10,3,-2,-1
2011_10_WAS_MIA,11,2,-2,-1
2011_10_WAS_MIA,12,1,-2,-1
2011_10_WAS_MIA,13,3,-2,1
2011_10_WAS_MIA,14,2,-2,1
2011_10_WAS_MIA,15,3,-2,-1
2011_10_WAS_MIA,16,2,-2,-1
2011_10_WAS_MIA,17,1,-2,1
2011_10_WAS_MIA,18,2,-2,1
2011_10_WAS_MIA,19,1,-2,1
2011_10_WAS_MIA,20,2,-1,-1
2011_11_ARI_SF,1,3,0,1
2011_11_ARI_SF,2,2,0,-1
2011_11_ARI_SF,3,1,0,-1
2011_11_ARI_SF,4,3,-1,1
2011_11_ARI_SF,5,2,-1,-1
2011_11_ARI_SF,6,1,-1,-1
2011_11_ARI_SF,7,3,-2,1
2011_11_ARI_SF,8,2,-2,-1
2011_11_ARI_SF,9,1,-2,-1
2011_11_ARI_SF,10,3,-2,1
2011_11_ARI_SF,11,2,-2,1
2011_11_ARI_SF,12,3,-2,-1
2011_11_ARI_SF,13,2,-2,-1
2011_11_ARI_SF,14,1,-2,-1
2011_11_ARI_SF,15,3,-3,1
2011_11_ARI_SF,16,2,-3,1
2011_11_ARI_SF,17,3,-3,-1
2011_11_ARI_SF,18,2,-3,-1
2011_11_ARI_SF,19,1,-3,-1
2011_11_ARI_SF,20,3,-3,1
2011_11_BUF_MIA,1,3,0,1
2011_11_BUF_MIA,2,2,0,1
2011_11_BUF_MIA,3,1,0,1
2011_11_BUF_MIA,4,3,1,-1
2011_11_BUF_MIA,5,2,1,-1
2011_11_BUF_MIA,6,1,1,-1
2011_11_BUF_MIA,7,3,-2,1
2011_11_BUF_MIA,8,2,-2,-1
2011_11_BUF_MIA,9,1,-2,-1
2011_11_BUF_MIA,10,3,-3,1
2011_11_BUF_MIA,11,1,-3,-1
2011_11_BUF_MIA,12,2,-3,1
2011_11_BUF_MIA,13,3,-3,1
2011_11_BUF_MIA,14,2,-3,-1
2011_11_BUF_MIA,15,3,-3,1
2011_11_BUF_MIA,16,3,-3,1
2011_11_BUF_MIA,17,2,-3,1
2011_11_BUF_MIA,18,3,-3,-1
2011_11_BUF_MIA,19,2,-3,-1
2011_11_BUF_MIA,20,3,-3,1
2011_11_CAR_DET,1,3,0,1
2011_11_CAR_DET,2,2,0,-1
2011_11_CAR_DET,3,1,0,-1
2011_11_CAR_DET,4,3,0,1
2011_11_CAR_DET,5,2,0,1
2011_11_CAR_DET,6,3,0,-1
2011_11_CAR_DET,7,2,0,-1
2011_11_CAR_DET,8,1,0,-1
2011_11_CAR_DET,9,3,-1,1
2011_11_CAR_DET,10,2,-1,1
2011_11_CAR_DET,11,1,-1,-1
2011_11_CAR_DET,12,3,-3,1
2011_11_CAR_DET,13,2,-3,1
2011_11_CAR_DET,14,3,-3,1
2011_11_CAR_DET,15,3,-3,1
2011_11_CAR_DET,16,2,-3,-1
2011_11_CAR_DET,17,1,-3,-1
2011_11_CAR_DET,18,3,-3,1
2011_11_CAR_DET,19,2,-3,1
2011_11_CAR_DET,20,1,-3,1
2011_11_CIN_BAL,1,3,0,1
2011_11_CIN_BAL,2,2,0,-1
2011_11_CIN_BAL,3,3,0,1
2011_11_CIN_BAL,4,2,0,1
2011_11_CIN_BAL,5,1,0,1
2011_11_CIN_BAL,6,3,2,-1
2011_11_CIN_BAL,7,2,2,-1
2011_11_CIN_BAL,8,3,2,-1
2011_11_CIN_BAL,9,2,2,-1
2011_11_CIN_BAL,10,3,2,1
2011_11_CIN_BAL,11,2,2,1
2011_11_CIN_BAL,12,3,2,-1
2011_11_CIN_BAL,13,3,2,-1
2011_11_CIN_BAL,14,2,2,1
2011_11_CIN_BAL,15,3,0,1
2011_11_CIN_BAL,16,2,0,-1
2011_11_CIN_BAL,17,3,-2,1
2011_11_CIN_BAL,18,2,-2,1
2011_11_CIN_BAL,19,3,-2,-1
2011_11_CIN_BAL,20,2,-2,-1
2011_11_DAL_WAS,1,3,0,1
2011_11_DAL_WAS,2,2,0,1
2011_11_DAL_WAS,3,3,0,-1
2011_11_DAL_WAS,4,2,0,-1
2011_11_DAL_WAS,5,3,0,-1
2011_11_DAL_WAS,6,1,0,1
2011_11_DAL_WAS,7,2,2,-1
2011_11_DAL_WAS,8,3,2,1
2011_11_DAL_WAS,9,2,2,1
2011_11_DAL_WAS,10,3,2,-1
2011_11_DAL_WAS,11,2,2,1
2011_11_DAL_WAS,12,3,2,-1
2011_11_DAL_WAS,13,2,2,1
2011_11_DAL_WAS,14,1,2,1
2011_11_DAL_WAS,15,2,2,1
2011_11_DAL_WAS,16,3,3,-1
2011_11_DAL_WAS,17,2,3,-1
2011_11_DAL_WAS,18,3,3,1
2011_11_DAL_WAS,19,2,3,-1
2011_11_DAL_WAS,20,1,3,-1
2011_11_JAX_CLE,1,2,0,1
2011_11_JAX_CLE,2,3,0,1
2011_11_JAX_CLE,3,2,0,1
2011_11_JAX_CLE,4,3,0,-1
2011_11_JAX_CLE,5,2,0,-1
2011_11_JAX_CLE,6,1,0,-1
2011_11_JAX_CLE,7,2,-2,1
2011_11_JAX_CLE,8,3,-2,1
2011_11_JAX_CLE,9,2,-2,1
2011_11_JAX_CLE,10,1,-2,1
2011_11_JAX_CLE,11,3,0,-1
2011_11_JAX_CLE,12,2,0,-1
2011_11_JAX_CLE,13,3,0,-1
2011_11_JAX_CLE,14,2,0,-1
2011_11_JAX_CLE,15,1,0,1
2011_11_JAX_CLE,16,2,0,-1
2011_11_JAX_CLE,17,3,0,1
2011_11_JAX_CLE,18,2,0,1
2011_11_JAX_CLE,19,1,0,1
2011_11_JAX_CLE,20,3,2,-1
2011_11_KC_NE,1,3,0,1
2011_11_KC_NE,2,2,0,-1
2011_11_KC_NE,3,3,0,1
2011_11_KC_NE,4,2,0,1
2011_11_KC_NE,5,3,0,-1
2011_11_KC_NE,6,2,0,-1
2011_11_KC_NE,7,1,0,1
2011_11_KC_NE,8,2,1,-1
2011_11_KC_NE,9,3,1,-1
2011_11_KC_NE,10,2,1,1
2011_11_KC_NE,11,3,1,-1
2011_11_KC_NE,12,2,1,-1
2011_11_KC_NE,13,3,-2,1
2011_11_KC_NE,14,2,-2,1
2011_11_KC_NE,15,1,-2,-1
2011_11_KC_NE,16,2,-2,1
2011_11_KC_NE,17,3,-2,-1
2011_11_KC_NE,18,2,-2,-1
2011_11_KC_NE,19,1,-3,-1
2011_11_KC_NE,20,3,-3,1
2011_11_NYJ_DEN,1,3,0,1
2011_11_NYJ_DEN,2,2,0,1
2011_11_NYJ_DEN,3,1,0,1
2011_11_NYJ_DEN,4,3,0,-1
2011_11_NYJ_DEN,5,2,0,-1
2011_11_NYJ_DEN,6,1,0,1
2011_11_NYJ_DEN,7,3,1,-1
2011_11_NYJ_DEN,8,2,1,-1
2011_11_NYJ_DEN,9,1,1,-1
2011_11_NYJ_DEN,10,2,0,1
2011_11_NYJ_DEN,11,3,0,-1
2011_11_NYJ_DEN,12,2,0,1
2011_11_NYJ_DEN,13,3,0,-1
2011_11_NYJ_DEN,14,2,0,-1
2011_11_NYJ_DEN,15,3,0,-1
2011_11_NYJ_DEN,16,2,0,-1
2011_11_NYJ_DEN,17,3,0,-1
2011_11_NYJ_DEN,18,2,0,-1
2011_11_NYJ_DEN,19,1,0,-1
2011_11_NYJ_DEN,20,3,-2,1
2011_11_OAK_MIN,1,2,0,1
2011_11_OAK_MIN,2,3,0,-1
2011_11_OAK_MIN,3,2,0,-1
2011_11_OAK_MIN,4,3,0,1
2011_11_OAK_MIN,5,2,0,1
2011_11_OAK_MIN,6,1,2,1
2011_11_OAK_MIN,7,2,2,-1
2011_11_OAK_MIN,8,1,2,-1
2011_11_OAK_MIN,9,3,2,1
2011_11_OAK_MIN,10,2,2,1
2011_11_OAK_MIN,11,1,2,1
2011_11_OAK_MIN,12,2,2,-1
2011_11_OAK_MIN,13,1,2,-1
2011_11_OAK_MIN,14,2,-1,1
2011_11_OAK_MIN,15,1,-1,-1
2011_11_OAK_MIN,16,1,-3,-1
2011_11_OAK_MIN,17,3,-3,-1
2011_11_OAK_MIN,18,2,-3,-1
2011_11_OAK_MIN,19,3,-3,-1
2011_11_OAK_MIN,20,2,-3,1
2011_11_PHI_NYG,1,3,0,1
2011_11_PHI_NYG,2,2,0,1
2011_11_PHI_NYG,3,3,0,-1
2011_11_PHI_NYG,4,2,0,-1
2011_11_PHI_NYG,5,3,0,-1
2011_11_PHI_NYG,6,2,0,1
2011_11_PHI_NYG,7,3,0,-1
2011_11_PHI_NYG,8,2,0,1
2011_11_PHI_NYG,9,1,0,1
2011_11_PHI_NYG,10,3,1,-1
2011_11_PHI_NYG,11,2,1,-1
2011_11_PHI_NYG,12,3,1,1
2011_11_PHI_NYG,13,2,1,1
2011_11_PHI_NYG,14,3,1,1
2011_11_PHI_NYG,15,2,1,1
2011_11_PHI_NYG,16,3,1,-1
2011_11_PHI_NYG,17,1,3,1
2011_11_PHI_NYG,18,3,3,-1
2011_11_PHI_NYG,19,2,3,-1
2011_11_PHI_NYG,20,3,2,-1
2011_11_SD_CHI,1,3,0,1
2011_11_SD_CHI,2,2,0,-1
2011_11_SD_CHI,3,1,0,-1
2011_11_SD_CHI,4,3,-1,1
2011_11_SD_CHI,5,2,-1,1
2011_11_SD_CHI,6,1,-1,1
2011_11_SD_CHI,7,2,0,-1
2011_11_SD_CHI,8,3,0,1
2011_11_SD_CHI,9,2,0,-1
2011_11_SD_CHI,10,2,0,1
2011_11_SD_CHI,11,1,0,1
2011_11_SD_CHI,12,3,2,-1
2011_11_SD_CHI,13,2,2,-1
2011_11_SD_CHI,14,1,2,-1
2011_11_SD_CHI,15,2,0,1
2011_11_SD_CHI,16,1,0,1
2011_11_SD_CHI,17,2,2,-1
2011_11_SD_CHI,18,3,2,-1
2011_11_SD_CHI,19,2,2,-1
2011_11_SD_CHI,20,1,2,-1
2011_11_SEA_STL,1,3,0,1
2011_11_SEA_STL,2,2,0,1
2011_11_SEA_STL,3,3,0,1
2011_11_SEA_STL,4,2,0,1
2011_11_SEA_STL,5,3,-2,1
2011_11_SEA_STL,6,2,-2,1
2011_11_SEA_STL,7,3,-2,1
2011_11_SEA_STL,8,2,-2,1
2011_11_SEA_STL,9,3,-2,-1
2011_11_SEA_STL,10,2,-2,1
2011_11_SEA_STL,11,1,-2,1
2011_11_SEA_STL,12,3,0,-1
2011_11_SEA_STL,13,2,0,1
2011_11_SEA_STL,14,3,0,-1
2011_11_SEA_STL,15,2,0,1
2011_11_SEA_STL,16,1,0,1
2011_11_SEA_STL,17,3,1,-1
2011_11_SEA_STL,18,2,1,-1
2011_11_SEA_STL,19,3,1,1
2011_11_SEA_STL,20,2,1,-1
2011_11_TB_GB,1,3,0,1
2011_11_TB_GB,2,2,0,1
2011_11_TB_GB,3,3,0,-1
2011_11_TB_GB,4,2,0,-1
2011_11_TB_GB,5,1,0,-1
2011_11_TB_GB,6,3,-2,1
2011_11_TB_GB,7,2,-2,-1
2011_11_TB_GB,8,1,-2,-1
2011_11_TB_GB,9,3,-3,1
2011_11_TB_GB,10,2,-3,1
2011_11_TB_GB,11,3,-2,-1
2011_11_TB_GB,12,2,-2,-1
2011_11_TB_GB,13,3,-2,1
2011_11_TB_GB,14,2,-2,1
2011_11_TB_GB,15,1,-2,1
2011_11_TB_GB,16,2,-2,-1
2011_11_TB_GB,17,1,-2,-1
2011_11_TB_GB,18,3,-3,1
2011_11_TB_GB,19,2,-3,1
2011_11_TB_GB,20,3,-3,-1
2011_11_TEN_ATL,1,3,0,1
2011_11_TEN_ATL,2,3,0,1
2011_11_TEN_ATL,3,2,0,-1
2011_11_TEN_ATL,4,1,-2,-1
2011_11_TEN_ATL,5,3,-2,1
2011_11_TEN_ATL,6,2,-2,1
2011_11_TEN_ATL,7,1,-2,-1
2011_11_TEN_ATL,8,3,-3,1
2011_11_TEN_ATL,9,2,-3,1
2011_11_TEN_ATL,10,3,-3,-1
2011_11_TEN_ATL,11,2,-3,-1
2011_11_TEN_ATL,12,1,-3,-1
2011_11_TEN_ATL,13,3,-3,1
2011_11_TEN_ATL,14,2,-3,1
2011_11_TEN_ATL,15,3,-3,1
2011_11_TEN_ATL,16,2,-3,1
2011_11_TEN_ATL,17,3,-3,-1
2011_11_TEN_ATL,18,2,-3,-1
2011_11_TEN_ATL,19,1,-3,-1
2011_11_TEN_ATL,20,2,-3,1
2011_12_ARI_STL,1,3,0,1
2011_12_ARI_STL,2,2,0,1
2011_12_ARI_STL,3,3,2,-1
2011_12_ARI_STL,4,2,2,-1
2011_12_ARI_STL,5,1,2,1
2011_12_ARI_STL,6,3,2,-1
2011_12_ARI_STL,7,2,2,-1
2011_12_ARI_STL,8,3,2,1
2011_12_ARI_STL,9,2,2,1
2011_12_ARI_STL,10,3,2,-1
2011_12_ARI_STL,11,1,2,-1
2011_12_ARI_STL,12,3,2,1
2011_12_ARI_STL,13,2,2,1
2011_12_ARI_STL,14,3,2,-1
2011_12_ARI_STL,15,2,2,-1
2011_12_ARI_STL,16,3,2,1
2011_12_ARI_STL,17,2,2,-1
2011_12_ARI_STL,18,3,2,1
2011_12_ARI_STL,19,2,2,1
2011_12_ARI_STL,20,1,2,1
2011_12_BUF_NYJ,1,2,0,1
2011_12_BUF_NYJ,2,3,0,-1
2011_12_BUF_NYJ,3,2,0,1
2011_12_BUF_NYJ,4,3,0,-1
2011_12_BUF_NYJ,5,2,0,-1
2011_12_BUF_NYJ,6,1,0,-1
2011_12_BUF_NYJ,7,1,-2,-1
2011_12_BUF_NYJ,8,3,-2,1
2011_12_BUF_NYJ,9,2,-2,1
2011_12_BUF_NYJ,10,1,-2,1
2011_12_BUF_NYJ,11,3,0,-1
2011_12_BUF_NYJ,12,2,0,-1
2011_12_BUF_NYJ,13,3,0,1
2011_12_BUF_NYJ,14,2,0,-1
2011_12_BUF_NYJ,15,1,0,-1
2011_12_BUF_NYJ,16,2,-2,1
2011_12_BUF_NYJ,17,1,-2,1
2011_12_BUF_NYJ,18,3,0,-1
2011_12_BUF_NYJ,19,2,0,1
2011_12_BUF_NYJ,20,3,0,-1
2011_12_CAR_IND,1,3,0,1
2011_12_CAR_IND,2,2,0,1
2011_12_CAR_IND,3,3,0,-1
2011_12_CAR_IND,4,2,0,1
2011_12_CAR_IND,5,1,0,1
2011_12_CAR_IND,6,2,0,1
2011_12_CAR_IND,7,3,1,-1
2011_12_CAR_IND,8,2,1,-1
2011_12_CAR_IND,9,1,1,1
2011_12_CAR_IND,10,3,3,-1
2011_12_CAR_IND,11,2,3,-1
2011_12_CAR_IND,12,1,2,-1
2011_12_CAR_IND,13,3,1,1
2011_12_CAR_IND,14,2,1,1
2011_12_CAR_IND,15,3,1,1
2011_12_CAR_IND,16,2,1,1
2011_12_CAR_IND,17,3,1,-1
2011_12_CAR_IND,18,2,1,-1
2011_12_CAR_IND,19,3,1,-1
2011_12_CAR_IND,20,2,1,1
2011_12_CHI_OAK,1,3,0,1
2011_12_CHI_OAK,2,2,0,-1
2011_12_CHI_OAK,3,1,0,-1
2011_12_CHI_OAK,4,3,-1,1
2011_12_CHI_OAK,5,2,-1,1
2011_12_CHI_OAK,6,3,-1,1
2011_12_CHI_OAK,7,2,-1,-1
2011_12_CHI_OAK,8,1,-1,-1
2011_12_CHI_OAK,9,3,-2,1
2011_12_CHI_OAK,10,2,-2,1
2011_12_CHI_OAK,11,3,-2,1
2011_12_CHI_OAK,12,2,-2,-1
2011_12_CHI_OAK,13,3,1,-1
2011_12_CHI_OAK,14,2,1,-1
2011_12_CHI_OAK,15,1,1,-1
2011_12_CHI_OAK,16,2,-1,1
2011_12_CHI_OAK,17,1,-1,1
2011_12_CHI_OAK,18,3,-2,-1
2011_12_CHI_OAK,19,2,-2,-1
2011_12_CHI_OAK,20,1,-2,-1
2011_12_CLE_CIN,1,3,0,1
2011_12_CLE_CIN,2,2,0,1
2011_12_CLE_CIN,3,1,0,1
2011_12_CLE_CIN,4,3,2,-1
2011_12_CLE_CIN,5,2,2,-1
2011_12_CLE_CIN,6,1,2,-1
2011_12_CLE_CIN,7,3,2,1
2011_12_CLE_CIN,8,2,2,-1
2011_12_CLE_CIN,9,1,1,-1
2011_12_CLE_CIN,10,3,0,1
2011_12_CLE_CIN,11,2,0,1
2011_12_CLE_CIN,12,1,0,1
2011_12_CLE_CIN,13,3,1,-1
2011_12_CLE_CIN,14,2,1,1
2011_12_CLE_CIN,15,3,1,-1
2011_12_CLE_CIN,16,2,1,-1
2011_12_CLE_CIN,17,3,1,-1
2011_12_CLE_CIN,18,2,1,-1
2011_12_CLE_CIN,19,3,1,-1
2011_12_CLE_CIN,20,2,1,-1
2011_12_DEN_SD,1,3,0,1
2011_12_DEN_SD,2,2,0,1
2011_12_DEN_SD,3,3,1,1
2011_12_DEN_SD,4,2,1,-1
2011_12_DEN_SD,5,3,1,1
2011_12_DEN_SD,6,2,1,1
2011_12_DEN_SD,7,1,1,1
2011_12_DEN_SD,8,3,3,-1
2011_12_DEN_SD,9,2,3,1
2011_12_DEN_SD,10,3,3,-1
2011_12_DEN_SD,11,2,3,-1
2011_12_DEN_SD,12,3,3,1
2011_12_DEN_SD,13,2,3,1
2011_12_DEN_SD,14,1,3,-1
2011_12_DEN_SD,15,3,1,1
2011_12_DEN_SD,16,2,1,-1
2011_12_DEN_SD,17,1,1,1
2011_12_DEN_SD,18,2,1,1
2011_12_DEN_SD,19,1,1,1
2011_12_DEN_SD,20,2,2,-1
2011_12_GB_DET,1,3,0,1
2011_12_GB_DET,2,2,0,1
2011_12_GB_DET,3,3,0,-1
2011_12_GB_DET,4,2,0,-1
2011_12_GB_DET,5,3,0,1
2011_12_GB_DET,6,2,0,1
2011_12_GB_DET,7,3,0,-1
2011_12_GB_DET,8,2,0,-1
2011_12_GB_DET,9,3,0,1
2011_12_GB_DET,10,2,0,1
2011_12_GB_DET,11,3,0,-1
2011_12_GB_DET,12,2,0,-1
2011_12_GB_DET,13,3,0,1
